448769	787855
471100	435058
471100	787855
689209	435058
689209	787855
448770	406710
448771	7314
448775	60789
448775	160642
448775	511235
448776	567877
448776	770736
448779	233028
448779	669428
448779	795835
448779	843997
448780	837478
448780	915573
448781	201628
448781	212552
448781	232982
448781	415474
448781	443714
448781	511571
448781	544549
448781	562185
448781	568104
448781	666253
448781	716984
448781	766152
448781	864541
766152	201628
766152	212552
766152	232982
766152	415474
766152	443714
766152	511571
766152	544549
766152	562185
766152	568104
766152	666253
766152	716984
766152	864541
448784	623085
448787	887557
448789	289887
448789	621092
448792	84548
448792	165367
448792	305922
448792	594099
448792	656373
448792	665591
448792	678194
448792	694306
448792	790625
448792	792426
448792	811589
448792	840609
448795	187967
448797	87735
448797	123102
448797	151789
448797	285930
448797	399699
448797	512768
448797	600752
448797	624197
448797	685668
448797	710072
448797	734327
448797	790419
448797	792343
448797	799611
448797	871473
448797	894440
448797	901008
685668	62377
685668	88477
685668	404123
685668	512768
685668	633882
685668	710072
685668	792343
685668	859573
685668	871473
685668	901008
463374	306684
463374	376586
463374	448798
463374	533472
463374	557124
463374	641989
463374	653882
463374	857264
463374	868874
476780	306684
476780	448798
476780	533472
476780	557124
476780	641989
476780	653882
476780	857264
577162	306684
577162	376586
577162	448798
577162	533472
577162	557124
577162	641989
577162	653882
577162	857264
577162	868874
611841	306684
611841	376586
611841	448798
611841	533472
611841	557124
611841	641989
611841	653882
611841	857264
639324	306684
639324	376586
639324	448798
639324	533472
639324	557124
639324	641989
639324	653882
639324	857264
706579	306684
706579	448798
706579	533472
706579	557124
706579	641989
706579	653882
758598	306684
758598	376586
758598	448798
758598	557124
758598	641989
758598	653882
758598	857264
758598	868874
884191	306684
884191	376586
884191	448798
884191	533472
884191	557124
884191	641989
884191	653882
884191	857264
448800	372515
448800	773541
773541	372515
448801	549850
448805	262352
448805	328726
448805	455588
448805	540666
448805	728494
448805	786171
448805	883022
540666	23211
540666	66294
540666	134214
540666	245532
540666	465510
540666	485448
540666	521041
540666	531202
540666	542811
540666	572885
540666	758406
540666	811874
540666	832718
540666	858668
448806	493993
448806	877546
621767	448807
669593	448807
750372	448807
769496	448807
769496	863145
448808	900311
448818	110573
448818	255341
448818	309881
448818	371811
448818	451065
448818	453812
448818	613352
448818	772466
448818	797844
448819	909178
448822	558692
448822	697706
558692	697706
876246	178997
864926	25652
864926	255660
864926	463660
864926	643288
864926	658484
864926	845173
448833	757591
448833	899103
776169	183501
776169	448837
448838	381633
448838	819767
448838	874891
448838	902558
588588	19572
588588	41299
588588	88970
588588	105103
588588	130414
588588	241256
588588	446431
588588	519982
588588	532357
588588	538445
588588	617460
588588	702368
588588	709338
588588	818480
588588	827297
588588	848066
716489	19572
716489	41299
716489	88970
716489	105103
716489	130414
716489	241256
716489	446431
716489	519982
716489	532357
716489	538445
716489	617460
716489	702368
716489	709338
716489	818480
716489	827297
716489	848066
448843	200860
448843	833383
448843	902006
448844	219126
448845	904407
448845	908351
873231	234073
873231	760926
448851	135940
448851	182121
448851	206364
448851	211014
448851	352975
448851	521755
448855	104863
448855	782076
448855	804024
679326	91253
679326	102941
679326	226408
679326	265867
679326	292990
679326	341297
679326	371121
679326	379802
679326	395626
679326	445271
679326	448858
679326	464605
679326	479589
679326	549172
679326	684331
679326	690281
679326	691633
679326	770404
679326	789025
679326	814532
448859	61857
448859	437892
448859	470008
448859	548745
448859	553997
448859	609004
448859	713423
448860	26712
448860	185821
448860	566863
448860	827968
448864	35346
448864	606422
448864	664669
448864	791734
448864	913943
791734	35346
791734	448864
791734	606422
791734	664669
791734	913943
448866	17012
448869	123221
448869	172921
448869	205066
448869	280523
448869	360325
448869	377170
448869	386932
448869	397363
448869	416774
448869	475633
448869	596005
448869	659090
448869	659287
448869	755187
448869	913287
448873	12222
448873	111368
448873	133050
448873	149151
448873	268762
448873	300552
448873	323474
448873	388910
448873	398964
448873	404793
448873	507558
448873	565405
448873	567025
448873	603533
448873	654095
448873	691633
448873	732816
448873	823726
448873	826540
448873	856125
654095	456353
654095	691633
823726	150159
823726	263742
823726	329576
823726	422142
823726	516844
823726	691633
823726	878310
823726	908933
448875	529517
448875	740207
448875	825848
448878	163457
448878	651087
448879	52767
448879	116591
448879	129567
448879	298568
448879	339377
448879	340049
448879	461252
448879	555509
448879	576167
448879	589619
448879	691920
448879	804489
448879	866824
448879	873026
448879	905473
448881	213432
448881	851443
448883	266807
448883	556179
448883	792130
556179	201305
556179	266807
556179	355393
556179	364947
556179	448883
556179	547989
556179	780870
556179	792130
556179	860248
556179	871379
556179	901408
448888	325625
448888	450095
448888	599651
448888	617077
448888	801844
448888	805226
448888	830798
448894	621177
448894	637302
448894	898370
701696	448895
793444	448895
448896	467390
448898	135456
448898	704396
448898	914340
448900	468795
448900	908351
448901	555924
448901	645427
712342	182121
712342	185961
448906	358699
448906	848696
448906	879941
448907	455588
448907	613596
448907	728494
448907	883022
448908	86894
448908	261850
448908	593737
448908	656024
448908	819639
656024	191334
448909	695678
448909	748830
448918	530252
448918	628303
448918	731724
448918	762902
448918	874306
448921	429213
448927	81065
448927	422565
448927	518116
448927	585992
448927	721595
448927	853082
448927	903845
448927	905902
585992	781581
721595	323588
721595	518116
721595	903845
903845	781581
498150	152779
498150	448930
498150	621670
498150	685252
510752	152779
510752	536755
510752	582387
510752	621670
510752	685252
510752	733591
510752	753439
