686176	698251
686176	747782
686176	752718
644777	576360
576367	885605
576369	92698
576369	486434
576369	497326
576369	523676
576369	882678
576369	897530
832197	2562
832197	16127
832197	142574
832197	401303
832197	408373
832197	576375
832197	637936
832197	716739
832197	834196
832197	885728
576377	387279
576377	434134
660271	846193
719041	846193
726336	846193
765268	846193
768254	846193
576381	17569
576381	57618
576381	107240
576381	233083
576381	244183
576381	259609
576381	597621
576381	606227
576381	645795
576381	772405
576383	240081
576383	393773
576383	467553
576383	468736
576383	734994
576383	755223
576383	852246
576385	12526
576385	20094
576385	77322
576385	105259
576385	120745
576385	122479
576385	162419
576385	175239
576385	232542
576385	241475
576385	272114
576385	310002
576385	328003
576385	386555
576385	635033
576385	649422
576385	654841
576385	660912
576385	682759
576385	827840
576390	435136
576390	899854
576394	36292
576394	729440
576394	910056
576402	751384
576405	43792
576405	203907
576405	375897
576405	913457
576406	23744
576406	118291
576407	173976
576407	363799
576407	522123
576407	653863
576407	667006
576407	689796
576407	813484
576407	826064
576412	29233
576412	889053
576414	486434
576414	879537
576414	882678
576416	224066
576416	408257
576416	851519
576416	908729
576421	227675
576421	413398
576421	456932
576423	152035
576423	877247
576425	600467
685259	302505
685259	504140
685259	576430
704612	46725
704612	302505
704612	504140
576435	36197
576435	870811
576438	35459
576438	149147
576438	266308
576438	365264
576438	416225
576438	670141
576438	706921
576438	710983
576438	721816
576439	599249
794422	144549
794422	576442
794422	612822
576447	112112
576447	384121
576447	438493
576447	443943
576447	526526
576447	605610
576447	629187
576447	646258
576447	672024
576447	834634
576447	883349
576450	318645
576450	524236
576452	798048
798048	492221
798048	630122
576456	277876
576456	322959
576456	366585
576456	399517
576456	461146
576456	520296
576456	556566
576456	595562
576456	739534
576456	746377
576456	791916
576456	885317
576460	29424
576460	70771
576460	316722
576460	615115
576460	639218
576460	659937
576460	666986
576460	913487
576461	109040
576461	286470
576461	406397
576461	513493
576461	551354
576461	600897
576461	787964
576461	864427
576461	905431
576461	915857
576464	195938
576465	121931
576465	304405
576465	469178
576465	608047
576465	648869
576465	682651
576465	819011
576466	117665
576466	191990
576466	464797
576466	491505
576466	715323
576466	781708
576468	275718
576468	376390
576468	389662
576468	553759
576468	676278
576468	794929
576468	914654
895733	705927
576472	46723
576472	65732
576472	66742
576472	74209
576472	168505
576472	191990
576472	222703
576472	273943
576472	284593
576472	455516
576472	495507
576472	713552
576472	762917
576472	778797
576472	809688
576472	855235
576472	912990
576475	191990
576475	468273
576475	495507
576475	762917
576475	855235
576477	365824
576478	905463
576485	41909
576485	69628
576485	119306
576485	262614
576485	333445
576485	464034
576485	497379
576485	522190
576485	588998
576485	682451
576485	785024
576485	803475
576485	808311
576485	857762
576485	875432
576485	893515
576486	52968
576486	214374
576486	229313
576486	291475
576486	326486
576486	388871
576486	526613
576486	618136
576486	898442
618136	214374
618136	229313
618136	291475
618136	326486
618136	898442
576487	30948
576487	284802
576487	534232
576487	563206
576487	757243
576491	267999
576491	306963
576491	395417
576494	39588
576494	274045
576494	286677
576494	307743
576494	420478
576494	525731
576494	587935
576494	685611
576494	688426
576494	712885
576494	888032
576497	407610
576497	418155
576497	473354
576497	882782
576497	891714
576498	187567
576498	278432
576498	413298
576498	477737
576498	778416
576498	812296
576498	840627
576498	877557
812296	2691
812296	243393
812296	283655
812296	540229
812296	656644
812296	778416
812296	877557
576500	406157
576500	751384
576500	799395
576504	653894
576504	666792
576504	747995
576505	249
576505	6035
576505	217236
576505	245628
576505	351937
576505	475916
576505	692597
576505	717604
576505	867063
576505	869415
692597	249
692597	245628
692597	351937
692597	717604
692597	867063
692597	869415
867063	249
867063	245628
867063	351937
867063	576505
867063	717604
867063	869415
576510	79333
576510	486434
576511	551829
576511	905452
576517	798810
576524	353200
576524	477451
576524	579985
576524	914581
576529	74397
576529	328747
576529	913053
576530	363510
576530	585679
576532	907076
576535	658215
760835	486980
576540	244448
576540	894701
576545	103250
576545	276154
576545	338789
576545	404800
576545	650997
576545	769239
576545	914208
576545	914209
650997	576545
914209	333373
576550	126547
576550	412180
576550	555924
576554	73401
576554	659965
576558	77715
576558	105619
576558	493701
576558	642518
576558	668945
576558	905312
905312	77715
905312	105619
905312	493701
905312	642518
905312	668945
675299	31466
675299	192490
675299	493377
675299	576239
675299	576561
675299	631420
675299	673065
675299	708002
576563	151519
576563	316303
