280450	45425
280450	232295
280450	707407
280450	913480
280455	45425
280455	913480
280455	916043
280456	287238
280456	313759
280456	347138
280456	415483
280456	432072
280456	518866
280456	542260
280456	560189
280456	620408
280456	634031
280456	690082
280456	729621
280456	738006
280456	787778
287238	388724
287238	411923
287238	835148
313759	388724
347138	388724
347138	835148
432072	189141
432072	388724
518866	388724
518866	521908
518866	835148
518866	889192
542260	388724
542260	396888
690082	212649
690082	388724
690082	605994
690082	620792
690082	835148
313223	331987
313223	463006
313223	667645
426611	92680
426611	453331
280462	10742
280462	433921
280462	449824
280462	904670
280466	167100
280466	194251
280466	512704
280466	724737
280466	883220
280468	3887
280468	29070
280468	396954
280468	421745
280468	752966
280469	220341
280469	680232
280469	871250
280471	222001
280471	649626
280471	831071
280471	878095
280473	492617
492617	280473
492617	405192
492617	511918
421285	110867
421285	379193
421285	884499
280475	832371
280477	848606
280480	698093
280481	779020
280481	824881
280481	874038
280481	897089
280481	916292
404513	280482
404513	743143
404513	864653
478221	752893
545100	246064
545100	280482
545100	391428
545100	556663
545100	675463
752893	280482
752893	478221
752893	545100
752893	708225
752893	806269
752893	850685
802618	99036
802618	280486
802618	398862
802618	539244
802618	555466
802618	697708
802618	734139
802618	785078
835441	99036
835441	280486
835441	398862
835441	539244
835441	555466
835441	697708
835441	734139
835441	785078
280494	482570
280494	537039
280494	681809
280494	762255
681809	280494
681809	482570
681809	537039
681809	667469
681809	762255
280496	56650
280496	383434
280496	550449
280496	597721
280496	644943
280496	678435
280496	705963
280496	753754
280496	777846
280499	42341
280499	217375
280499	338590
280499	537415
280499	808295
280500	62498
280500	78730
280500	115999
280500	126882
280500	139383
280500	165864
280500	199486
280500	245628
280500	265399
280500	411441
280500	488714
280500	578320
280500	588731
280500	627835
280500	632695
280500	673691
280500	718986
280500	861331
280500	869415
280500	872656
280501	39934
280501	77927
280501	211106
280501	320059
280501	351473
280501	427343
280501	460616
280501	875265
280504	409347
280505	3259
280505	296052
280505	337685
280505	399699
280505	524354
280505	616368
280505	623522
280505	675354
280505	837565
505125	34186
505125	238264
505125	280507
505125	705597
505125	835459
505125	908351
584795	14131
584795	280507
584795	835459
584795	908351
809265	280507
809265	835459
809265	908351
280509	55259
280509	258014
280509	598177
280509	628786
280509	828695
280515	464819
280515	498792
280515	538597
280515	648212
280515	651388
280515	669518
280515	762683
280516	1310
280516	28594
280516	111806
280516	116947
280516	172696
280516	189776
280516	237357
280516	252253
280516	512921
280516	554200
280516	680994
280516	723900
280516	737035
280516	756711
280516	773218
280516	785976
280516	789415
280516	911245
554200	846732
737035	846732
280517	457376
280517	557656
732968	203971
732968	241905
732968	280518
732968	291470
732968	347640
732968	651033
732968	671813
732968	687325
732968	696334
