85002	382303
85002	459074
85002	484191
85002	500981
85002	680909
85002	762055
85002	790488
85002	791273
85002	894499
233105	27933
233105	63025
233105	77445
233105	78632
233105	85002
233105	253196
233105	314557
233105	382303
233105	459074
233105	484191
233105	500981
233105	680909
233105	762055
233105	790488
233105	791273
233105	861372
233105	894499
253196	27933
253196	77445
253196	78632
253196	85002
253196	233105
253196	314557
253196	382303
253196	459074
253196	484191
253196	500981
253196	680909
253196	762055
253196	790488
253196	791273
253196	894499
314557	27933
314557	77445
314557	78632
314557	85002
314557	233105
314557	253196
314557	382303
314557	459074
314557	484191
314557	500981
314557	680909
314557	762055
314557	790488
314557	791273
314557	852288
314557	894499
382303	27933
382303	77445
382303	78632
382303	85002
382303	233105
382303	253196
382303	314557
382303	459074
382303	484191
382303	500981
382303	680909
382303	762055
382303	790488
382303	791273
382303	894499
484191	27933
484191	77445
484191	78632
484191	85002
484191	233105
484191	253196
484191	314557
484191	382303
484191	459074
484191	500981
484191	680909
484191	762055
484191	790488
484191	791273
484191	894499
500981	27933
500981	77445
500981	78632
500981	85002
500981	233105
500981	253196
500981	314557
500981	382303
500981	459074
500981	484191
500981	680909
500981	762055
500981	790488
500981	791273
500981	894499
680909	27933
680909	77445
680909	78632
680909	85002
680909	176329
680909	233105
680909	253196
680909	314557
680909	382303
680909	459074
680909	484191
680909	500981
680909	762055
680909	790488
680909	791273
680909	861372
680909	894499
762055	27933
762055	77445
762055	78632
762055	85002
762055	233105
762055	253196
762055	314557
762055	382303
762055	459074
762055	484191
762055	500981
762055	680909
762055	790488
762055	791273
762055	894499
790488	27933
790488	77445
790488	78632
790488	85002
790488	233105
790488	253196
790488	314557
790488	382303
790488	459074
790488	484191
790488	500981
790488	680909
790488	762055
790488	791273
790488	894499
791273	27933
791273	77445
791273	78632
791273	85002
791273	233105
791273	253196
791273	314557
791273	382303
791273	459074
791273	484191
791273	500981
791273	680909
791273	762055
791273	790488
791273	894499
894499	27933
894499	77445
894499	78632
894499	85002
894499	233105
894499	253196
894499	314557
894499	382303
894499	459074
894499	484191
894499	500981
894499	680909
894499	762055
894499	790488
894499	791273
27935	169006
27935	297169
27935	354640
27935	391868
27935	752897
27935	771352
27935	879993
27936	156950
27936	209111
27936	215591
27936	270516
27936	398125
27936	398907
27936	402132
27936	474483
27936	568372
27936	583838
27936	601384
27936	604596
27936	647394
27936	793190
27936	824509
27936	838341
27936	892444
27936	910313
215591	156950
215591	209111
215591	270516
215591	334250
215591	398907
215591	402132
215591	474483
215591	568372
215591	583838
215591	601384
215591	604596
215591	647394
215591	793190
215591	824509
215591	838341
215591	892444
215591	910313
398125	57842
398125	93431
398125	143236
398125	147750
398125	233215
398125	270516
398125	279544
398125	396697
398125	402132
398125	542620
398125	626772
398125	824770
398125	892532
398907	156950
398907	209111
398907	215591
398907	270516
398907	398125
398907	402132
398907	474483
398907	568372
398907	583838
398907	601384
398907	604596
398907	647394
398907	793190
398907	824509
398907	838341
398907	892444
398907	910313
474483	156950
474483	209111
474483	215591
474483	270516
474483	398907
474483	401545
474483	402132
474483	568372
474483	583838
474483	601384
474483	604596
474483	647394
474483	657092
474483	793190
474483	824509
474483	838341
474483	892444
474483	910313
568372	156950
568372	209111
568372	215591
568372	270516
568372	334250
568372	398907
568372	402132
568372	474483
568372	583838
568372	601384
568372	604596
568372	647394
568372	793190
568372	824509
568372	838341
568372	892444
568372	910313
